,voff,name,type,time,OK
0,1.0061,tran_SchGtKsfThVl,Sch,Sat May 30 10:54:27 2026,True
1,-1.9981,tran_SchGtKffThVl,Sch,Sat May 30 10:54:20 2026,True
2,1.001,tran_SchGtKsfThVh,Sch,Sat May 30 10:54:14 2026,True
3,-1.9992,tran_SchGtKffThVh,Sch,Sat May 30 10:54:08 2026,True
