,f,r,name,type,time,OK
0,23711.78,2.741283,tran_SchGtKttTtVsl,Sch,Mon Apr 20 12:29:00 2026,False
1,29328.99,5.602088,tran_SchGtKttTtVel,Sch,Mon Apr 20 12:29:00 2026,False
2,27972.32,5.391014,tran_SchGtKttTtVl,Sch,Mon Apr 20 12:29:00 2026,False
3,27821.13,3.099487,tran_SchGtKttTtVt,Sch,Mon Apr 20 12:29:00 2026,False
