,f,r,name,type,time,OK
0,27330.08,5.268752,tran_SchGtKffTtVt,Sch,Tue Apr 28 10:39:47 2026,False
1,30366.22,5.850971,tran_SchGtKssTtVt,Sch,Tue Apr 28 10:39:03 2026,False
2,27810.8,5.370173,tran_SchGtKttTtVt,Sch,Tue Apr 28 10:38:26 2026,False
