,vref,v1,v2,name,type,time,OK
0,0.5546145,0.3084276,0.2461869,tran_SchGtKttTlVt,Sch,Tue Mar 10 10:58:13 2026,True
1,0.5545824,0.3602141,0.1943683,tran_SchGtKttThVt,Sch,Tue Mar 10 10:58:10 2026,False
2,0.5588621,0.3307905,0.2280716,tran_SchGtKttTtVt,Sch,Tue Mar 10 10:58:07 2026,False
