,vref,v1,v2,name,type,time,OK
0,0.3843722,0.1301595,0.2542127,tran_SchGtKsfTtVt,Sch,Thu Feb  5 12:56:10 2026,False
1,0.3170543,0.023218,0.2938363,tran_SchGtKfsTtVt,Sch,Thu Feb  5 12:55:51 2026,False
2,0.3250613,0.0290119,0.2960494,tran_SchGtKssTtVt,Sch,Thu Feb  5 12:55:34 2026,False
3,0.3882926,0.1165824,0.2717102,tran_SchGtKffTtVt,Sch,Thu Feb  5 12:55:34 2026,False
4,0.3244812,0.0555144,0.2689668,tran_SchGtKttTtVt,Sch,Thu Feb  5 12:55:34 2026,False
