,vref,v1,v2,name,type,time,OK
0,0.4675565,0.2069534,0.2606031,tran_SchGtKttTtVh,Sch,Sun Apr 19 12:44:42 2026,False
1,0.4668394,0.2064549,0.2603845,tran_SchGtKttTtVl,Sch,Sun Apr 19 12:44:42 2026,False
2,0.4671692,0.2067014,0.2604678,tran_SchGtKttTtVt,Sch,Sun Apr 19 12:44:42 2026,False
