,vref,v1,v2,name,type,time,OK
0,0.4996559,0.2999397,0.1997162,tran_SchGtKffTtVt,Sch,Fri Jan 30 11:15:49 2026,False
1,0.4969561,0.2671921,0.229764,tran_SchGtKssTtVt,Sch,Fri Jan 30 11:15:40 2026,False
2,0.4880816,0.2693357,0.2187459,tran_SchGtKttTtVt,Sch,Fri Jan 30 11:15:29 2026,False
