 0.00000000e+00  7.12070300e-01 
 1.00000000e-08  7.12070300e-01 
 2.00000000e-08  7.12070300e-01 
 4.00000000e-08  7.12070300e-01 
 8.00000000e-08  7.12070300e-01 
 1.60000000e-07  7.12070300e-01 
 3.20000000e-07  7.12070300e-01 
 6.40000000e-07  7.12070300e-01 
 1.00000000e-06  7.12070300e-01 
 1.06400000e-06  7.12070300e-01 
 1.19200000e-06  7.12070300e-01 
 1.44800000e-06  7.12070300e-01 
 1.96000000e-06  7.12070300e-01 
 2.98400000e-06  7.12070300e-01 
 5.03200000e-06  7.12070300e-01 
 9.12800000e-06  7.12070300e-01 
 1.73200000e-05  7.12070300e-01 
 3.37040000e-05  7.12070300e-01 
 6.64720000e-05  7.12070300e-01 
 1.22633877e-04  7.12070300e-01 
 2.34957630e-04  7.12070300e-01 
 4.59605136e-04  7.12070300e-01 
 9.08900150e-04  7.12070300e-01 
 1.80749018e-03  7.12070300e-01 
 3.60467023e-03  7.12070300e-01 
 7.19903033e-03  7.12070300e-01 
 1.43877505e-02  7.12070300e-01 
 2.87651910e-02  7.12070300e-01 
 5.75200718e-02  7.12070300e-01 
 9.75200718e-02  7.12070300e-01 
 1.37520072e-01  7.12070300e-01 
 1.77520072e-01  7.12070300e-01 
 2.17520072e-01  7.12070300e-01 
 2.57520072e-01  7.12070300e-01 
 2.97520072e-01  7.12070300e-01 
 3.37520072e-01  7.12070300e-01 
 3.77520072e-01  7.12070300e-01 
 4.17520072e-01  7.12070300e-01 
 4.57520072e-01  7.12070300e-01 
 4.97520072e-01  7.12070300e-01 
 5.37520072e-01  7.12070300e-01 
 5.77520072e-01  7.12070300e-01 
 6.17520072e-01  7.12070300e-01 
 6.57520072e-01  7.12070300e-01 
 6.97520072e-01  7.12070300e-01 
 7.37520072e-01  7.12070300e-01 
 7.77520072e-01  7.12070300e-01 
 8.17520072e-01  7.12070300e-01 
 8.57520072e-01  7.12070300e-01 
 8.97520072e-01  7.12070300e-01 
 9.37520072e-01  7.12070300e-01 
 9.77520072e-01  7.12070300e-01 
 1.01752007e+00  7.12070300e-01 
 1.05752007e+00  7.12070300e-01 
 1.09752007e+00  7.12070300e-01 
 1.13752007e+00  7.12070300e-01 
 1.17752007e+00  7.12070300e-01 
 1.21752007e+00  7.12070300e-01 
 1.25752007e+00  7.12070300e-01 
 1.29752007e+00  7.12070300e-01 
 1.33752007e+00  7.12070300e-01 
 1.37752007e+00  7.12070300e-01 
 1.41752007e+00  7.12070300e-01 
 1.45752007e+00  7.12070300e-01 
 1.49752007e+00  7.12070300e-01 
 1.53752007e+00  7.12070300e-01 
 1.57752007e+00  7.12070300e-01 
 1.61752007e+00  7.12070300e-01 
 1.65752007e+00  7.12070300e-01 
 1.69752007e+00  7.12070300e-01 
 1.73752007e+00  7.12070300e-01 
 1.77752007e+00  7.12070300e-01 
 1.81752007e+00  7.12070300e-01 
 1.85752007e+00  7.12070300e-01 
 1.89752007e+00  7.12070300e-01 
 1.93752007e+00  7.12070300e-01 
 1.97752007e+00  7.12070300e-01 
 2.00000000e+00  7.12070300e-01 
